date,name,calls,voicemail,call_time,request_type,number_done,pages_sent,time_spent,cds_created,images_clouded,comment
07/30/2023,Liam Patel,200,25,5,Continuing care,64,1561,0,38,25,
05/30/2022,James McCarty,107,55,0,Work comp,93,245,0,21,51,
09/24/2022,James McCarty,23,17,4,Regulatory,93,927,2,26,195,
07/21/2023,Karen Smith,171,38,6,Attorney,3,980,8,23,158,
08/17/2022,Noah Rodriguez,92,62,5,Work comp,85,1509,8,27,30,
10/05/2022,Liam Patel,173,45,4,Continuing care,51,448,0,41,180,
12/27/2023,Elijah Nguyen,160,48,2,Law enforcement,30,2436,0,10,69,
04/26/2023,Karen Smith,124,19,7,Insurance,84,4162,4,31,91,
05/20/2023,Ava Singh,117,6,2,Patient,4,2484,4,39,67,
12/31/2022,Liam Patel,6,53,1,Regulatory,35,2075,6,11,175,
07/16/2022,Liam Patel,138,61,7,Work comp,11,893,4,4,13,
01/14/2022,James McCarty,35,40,0,Work comp,85,4786,2,24,125,
04/26/2022,Karen Smith,112,53,7,Law enforcement,70,1663,4,10,42,
04/18/2022,Liam Patel,145,23,6,Law enforcement,2,922,7,5,163,
02/03/2022,James McCarty,204,42,1,Patient,92,1923,5,1,196,
08/12/2022,Elijah Nguyen,26,58,6,Law enforcement,11,3457,8,37,137,
06/11/2023,Noah Rodriguez,136,48,8,Regulatory,94,1027,6,24,93,
11/09/2023,Noah Rodriguez,233,2,2,Law enforcement,73,2195,5,8,95,
07/10/2022,James McCarty,185,40,3,Work comp,67,1850,3,5,16,
06/01/2022,Liam Patel,194,3,3,Law enforcement,85,1698,8,15,64,
03/10/2022,Sophia Kim,86,14,7,Attorney,56,2925,6,40,37,
11/30/2022,Sophia Kim,29,13,4,Regulatory,17,4409,4,0,112,
12/17/2022,Ava Singh,115,58,5,Attorney,1,4043,1,9,53,
06/05/2022,Liam Patel,37,5,2,Attorney,62,766,7,22,113,
02/06/2022,Karen Smith,111,6,0,Law enforcement,71,2940,8,22,30,
02/11/2023,Noah Rodriguez,55,14,1,Work comp,8,4972,7,43,107,
05/16/2023,James McCarty,242,51,1,Insurance,71,767,1,23,155,
01/01/2023,Elijah Nguyen,12,38,4,Regulatory,51,3373,7,37,27,
03/28/2023,Elijah Nguyen,27,52,8,Law enforcement,23,4808,8,0,91,
02/23/2023,Noah Rodriguez,132,67,7,Regulatory,94,1634,0,27,73,
10/28/2023,Karen Smith,198,5,3,Continuing care,42,4380,4,38,187,
07/31/2023,Noah Rodriguez,193,14,4,Continuing care,95,4157,0,24,33,
11/24/2022,Ava Singh,57,62,3,Patient,46,1229,8,18,114,
07/12/2023,Elijah Nguyen,36,23,0,Continuing care,82,892,3,10,99,
10/03/2023,Ava Singh,119,49,3,Work comp,57,2386,2,21,17,
11/19/2022,Karen Smith,176,6,4,Continuing care,91,433,7,41,83,
12/06/2023,Liam Patel,205,74,8,Patient,97,3813,6,34,105,
05/22/2023,Karen Smith,218,50,8,Patient,5,3888,6,2,127,
08/11/2022,Ava Singh,43,74,3,Regulatory,78,4365,0,27,82,
07/20/2023,Liam Patel,133,14,0,Work comp,51,3550,2,5,79,
01/17/2023,Sophia Kim,197,9,0,Continuing care,31,2946,2,34,46,
08/30/2022,James McCarty,117,28,6,Work comp,75,3093,5,1,192,
08/23/2023,Karen Smith,115,34,0,Work comp,16,3483,7,5,13,
03/15/2023,Elijah Nguyen,155,64,6,Law enforcement,43,88,8,19,42,
06/09/2023,Liam Patel,134,47,3,Work comp,43,3999,1,41,109,
03/29/2023,Ava Singh,120,60,4,Law enforcement,10,1011,4,30,132,
04/01/2022,Noah Rodriguez,211,72,7,Regulatory,58,1275,3,2,64,
08/22/2022,Elijah Nguyen,209,22,7,Work comp,73,2895,8,27,91,
10/18/2023,Noah Rodriguez,83,10,0,Patient,90,1272,7,39,175,
10/18/2022,Elijah Nguyen,246,34,2,Regulatory,25,2720,2,40,41,
04/18/2022,Noah Rodriguez,17,48,5,Attorney,55,4181,2,37,178,
10/18/2023,Ava Singh,175,60,0,Patient,75,2428,4,30,33,
05/05/2023,Karen Smith,69,42,5,Insurance,32,726,1,42,31,
10/30/2023,James McCarty,242,10,4,Law enforcement,48,3349,3,9,192,
09/14/2022,Sophia Kim,46,30,1,Insurance,29,2674,0,21,176,
06/09/2023,Sophia Kim,89,59,4,Continuing care,31,3888,7,37,166,
06/30/2022,Ava Singh,198,47,6,Work comp,48,1464,6,12,186,
04/23/2023,Liam Patel,167,63,7,Work comp,93,399,6,8,84,
11/30/2022,Liam Patel,11,7,5,Insurance,23,3857,4,16,66,
05/10/2022,Ava Singh,137,45,7,Attorney,101,4521,5,20,198,
06/25/2022,Elijah Nguyen,107,50,7,Work comp,51,1290,6,33,50,
07/04/2023,Elijah Nguyen,176,8,7,Regulatory,50,2364,2,8,184,
08/17/2022,James McCarty,233,30,8,Insurance,43,471,4,41,78,
04/11/2022,Elijah Nguyen,30,56,7,Work comp,80,3174,3,29,27,
04/04/2022,Liam Patel,208,69,4,Insurance,40,4288,6,20,79,
08/24/2022,Sophia Kim,172,1,1,Regulatory,58,3230,7,39,198,
07/29/2022,Sophia Kim,245,15,2,Patient,86,339,1,26,110,
12/26/2022,Ava Singh,193,74,6,Insurance,34,4949,1,12,44,
06/06/2023,Ava Singh,15,5,4,Law enforcement,22,4179,5,43,5,
08/10/2022,Sophia Kim,178,61,3,Regulatory,55,3039,8,4,140,
05/13/2022,Karen Smith,143,22,7,Law enforcement,75,4639,6,33,110,
08/31/2022,Noah Rodriguez,176,17,6,Patient,65,4251,6,43,106,
12/02/2023,Sophia Kim,203,64,6,Work comp,28,162,0,43,174,
05/11/2022,Sophia Kim,175,73,0,Insurance,72,860,4,31,45,
01/23/2022,Noah Rodriguez,240,38,0,Insurance,24,3968,4,4,93,
10/01/2022,Liam Patel,200,26,7,Work comp,78,767,2,7,170,
06/21/2023,James McCarty,104,13,5,Law enforcement,96,3032,0,35,73,
02/14/2022,Sophia Kim,201,33,6,Regulatory,54,1283,1,17,53,
05/11/2023,James McCarty,188,36,1,Attorney,84,3372,1,39,194,
05/17/2023,Karen Smith,197,1,7,Attorney,96,4876,7,36,183,
07/23/2023,Ava Singh,50,5,3,Continuing care,49,6,5,9,82,
12/26/2023,Ava Singh,166,0,4,Law enforcement,52,3265,5,43,162,
08/09/2023,Elijah Nguyen,69,69,8,Insurance,75,4265,4,22,29,
11/10/2022,James McCarty,53,25,7,Work comp,102,2204,5,9,86,
05/25/2022,Liam Patel,121,46,8,Law enforcement,7,4538,8,28,72,
07/20/2022,Liam Patel,76,33,7,Patient,46,3606,2,21,187,
10/02/2022,Karen Smith,137,34,0,Law enforcement,13,2551,4,10,74,
01/12/2023,James McCarty,128,11,1,Regulatory,91,1159,2,44,157,
09/24/2023,Liam Patel,67,30,1,Attorney,65,4029,1,0,81,
10/13/2023,Noah Rodriguez,147,51,0,Law enforcement,83,4622,1,32,190,
03/16/2022,Elijah Nguyen,197,17,5,Continuing care,83,3811,2,20,145,
05/17/2023,Noah Rodriguez,148,0,2,Law enforcement,58,3258,0,12,107,
03/25/2022,Liam Patel,68,40,3,Insurance,35,4927,8,11,20,
08/09/2023,Noah Rodriguez,56,38,8,Insurance,9,2087,7,34,191,
10/05/2023,Elijah Nguyen,43,59,0,Attorney,38,4606,4,44,164,
08/10/2023,Elijah Nguyen,14,7,6,Regulatory,29,3057,5,39,48,
10/15/2023,Elijah Nguyen,33,46,0,Insurance,28,2157,0,43,42,
02/15/2023,Sophia Kim,129,22,5,Law enforcement,52,1893,7,26,5,
04/11/2023,Ava Singh,154,23,4,Law enforcement,71,3520,3,7,182,
01/22/2022,Ava Singh,155,6,0,Patient,59,4527,5,14,50,
10/19/2023,Ava Singh,47,26,6,Insurance,9,260,5,8,114,
01/17/2022,Sophia Kim,61,50,3,Insurance,49,3115,8,7,99,
10/05/2022,Elijah Nguyen,195,3,0,Regulatory,53,3412,8,22,10,
05/11/2022,James McCarty,203,17,2,Insurance,49,3453,0,8,106,
07/16/2023,Elijah Nguyen,177,40,6,Work comp,47,2479,4,42,129,
07/08/2023,Elijah Nguyen,101,16,2,Attorney,8,219,6,39,91,
10/23/2022,Sophia Kim,111,74,2,Continuing care,28,380,0,30,139,
06/19/2023,Sophia Kim,152,27,3,Work comp,34,1082,1,9,58,
06/15/2022,Elijah Nguyen,217,65,1,Regulatory,59,2274,6,0,117,
08/06/2023,Karen Smith,227,14,4,Patient,9,1836,5,5,14,
01/18/2022,Karen Smith,205,5,0,Attorney,41,842,4,12,163,
03/14/2023,Karen Smith,128,20,5,Attorney,40,4582,7,31,156,
07/19/2023,Ava Singh,29,23,3,Work comp,1,233,6,28,81,
01/24/2023,Ava Singh,17,66,0,Law enforcement,90,374,5,35,188,
01/12/2022,James McCarty,111,37,2,Regulatory,23,1918,1,14,126,
10/13/2022,James McCarty,16,30,1,Insurance,6,2704,8,38,26,
12/03/2023,James McCarty,196,69,1,Continuing care,100,2989,0,35,168,
11/11/2023,Noah Rodriguez,211,5,1,Insurance,99,3685,2,40,49,
04/12/2023,Elijah Nguyen,152,7,7,Continuing care,6,3377,3,30,163,
05/30/2022,Liam Patel,210,59,1,Law enforcement,60,776,0,31,63,
12/25/2022,Karen Smith,43,47,6,Regulatory,27,670,5,23,53,
12/09/2022,Karen Smith,244,29,0,Work comp,76,820,0,1,167,
04/18/2022,Elijah Nguyen,198,0,0,Continuing care,38,209,6,11,99,
05/19/2023,Liam Patel,189,69,4,Regulatory,28,4517,5,25,45,
04/11/2023,James McCarty,42,34,8,Attorney,47,3460,6,37,189,
08/31/2022,Liam Patel,234,28,2,Attorney,15,1753,1,32,52,
04/08/2023,Liam Patel,204,71,0,Patient,91,3616,5,31,198,
05/22/2023,James McCarty,149,18,5,Work comp,34,2800,5,19,55,
09/20/2022,Liam Patel,49,34,7,Work comp,6,614,4,28,136,
06/07/2023,Sophia Kim,87,6,0,Insurance,77,301,6,11,93,
09/04/2022,James McCarty,29,48,3,Attorney,82,2048,6,5,2,
01/09/2023,Karen Smith,27,17,7,Attorney,86,2367,6,16,39,
12/29/2023,Elijah Nguyen,145,13,5,Continuing care,81,3988,5,39,66,
08/26/2023,Liam Patel,23,41,3,Continuing care,22,4382,0,40,151,
02/18/2022,Elijah Nguyen,14,73,4,Insurance,102,2267,7,36,142,
02/26/2023,James McCarty,165,37,5,Patient,71,2763,3,25,126,
03/15/2023,Liam Patel,17,29,7,Work comp,5,4622,6,4,18,
01/06/2023,Ava Singh,186,15,1,Work comp,21,2765,2,15,95,
03/22/2023,James McCarty,237,4,4,Regulatory,16,90,4,17,92,
06/23/2022,Elijah Nguyen,95,53,2,Insurance,97,992,1,15,151,
07/28/2022,Sophia Kim,107,20,6,Attorney,51,1889,7,24,178,
02/09/2022,Ava Singh,224,6,4,Work comp,28,3231,3,13,33,
07/13/2022,Liam Patel,24,27,3,Continuing care,70,3052,4,13,187,
11/10/2022,James McCarty,114,2,0,Insurance,96,2335,7,15,16,
03/18/2023,Sophia Kim,74,41,4,Regulatory,13,2337,0,5,9,
09/29/2023,Elijah Nguyen,13,27,3,Work comp,54,4965,3,26,100,
01/26/2022,James McCarty,180,42,1,Insurance,15,533,7,33,43,
07/26/2023,Karen Smith,25,11,8,Work comp,38,2629,7,17,188,
10/02/2023,Ava Singh,43,63,5,Insurance,18,2278,4,18,134,
02/12/2022,Liam Patel,150,12,0,Patient,100,424,5,10,35,
06/08/2023,Ava Singh,26,50,4,Attorney,49,4358,2,22,127,
05/27/2022,Elijah Nguyen,92,56,2,Attorney,50,1778,2,4,165,
05/09/2023,Sophia Kim,36,55,2,Work comp,73,2,4,14,33,
01/14/2023,Noah Rodriguez,167,17,3,Regulatory,66,436,8,40,180,
03/16/2022,Elijah Nguyen,72,9,7,Regulatory,26,2807,6,9,119,
09/04/2022,Elijah Nguyen,179,9,8,Insurance,22,397,5,34,191,
01/27/2022,Ava Singh,26,74,3,Patient,86,2798,3,23,165,
02/02/2023,Elijah Nguyen,162,46,7,Continuing care,60,159,0,16,144,
06/02/2022,Liam Patel,40,43,1,Insurance,1,3601,4,14,199,
12/23/2023,Karen Smith,57,61,0,Patient,45,4143,1,31,181,
08/20/2022,Elijah Nguyen,138,67,1,Patient,76,221,4,29,109,
03/08/2023,Liam Patel,146,36,8,Continuing care,27,4556,7,28,24,
03/22/2022,Liam Patel,247,47,1,Attorney,61,3911,1,9,142,
07/09/2022,Ava Singh,96,22,5,Regulatory,40,312,4,15,187,
07/23/2023,Elijah Nguyen,192,55,3,Attorney,36,2337,3,14,15,
01/27/2023,Ava Singh,9,65,0,Regulatory,40,3148,8,23,67,
01/08/2023,Elijah Nguyen,151,45,0,Attorney,50,4856,2,17,10,
06/16/2023,Sophia Kim,55,66,1,Insurance,98,3760,2,29,137,
09/30/2023,Ava Singh,162,41,2,Law enforcement,9,3766,1,43,159,
04/04/2023,Elijah Nguyen,212,69,2,Continuing care,82,88,0,12,167,
05/11/2023,Ava Singh,220,14,5,Law enforcement,34,3514,7,21,113,
05/09/2022,James McCarty,87,26,7,Regulatory,53,2604,7,17,55,
05/29/2022,Sophia Kim,147,41,5,Patient,41,3957,6,5,34,
02/01/2022,Noah Rodriguez,21,42,1,Work comp,26,3244,7,40,110,
12/17/2023,Liam Patel,230,74,8,Insurance,78,398,0,20,9,
01/04/2022,Liam Patel,44,13,5,Attorney,98,3466,8,26,97,
02/03/2023,Noah Rodriguez,20,48,7,Regulatory,27,4054,2,43,76,
01/09/2023,Sophia Kim,238,15,3,Regulatory,38,1081,5,30,60,
07/14/2023,Ava Singh,27,18,8,Law enforcement,19,4125,2,17,124,
07/06/2023,Ava Singh,94,9,0,Insurance,19,2163,5,32,48,
10/04/2023,Karen Smith,235,30,7,Insurance,32,4227,1,21,59,
05/15/2023,Noah Rodriguez,77,46,1,Regulatory,101,235,0,28,113,
07/29/2023,Elijah Nguyen,39,45,5,Law enforcement,79,1020,2,42,73,
04/21/2022,Liam Patel,35,37,1,Patient,52,2682,4,23,168,
09/27/2023,James McCarty,37,51,0,Regulatory,22,665,7,31,67,
01/22/2022,James McCarty,199,5,5,Law enforcement,45,1961,4,31,182,
02/22/2023,Elijah Nguyen,171,23,2,Attorney,24,4907,2,20,20,
11/05/2023,James McCarty,106,11,1,Law enforcement,7,3427,7,20,117,
09/20/2022,Elijah Nguyen,229,44,5,Patient,73,884,0,24,148,
03/09/2022,Karen Smith,45,67,0,Continuing care,8,1943,1,15,35,
10/25/2023,Karen Smith,142,74,1,Patient,18,4906,0,3,76,
02/21/2022,Noah Rodriguez,145,44,5,Attorney,70,443,0,22,12,
12/05/2022,Sophia Kim,183,45,5,Attorney,58,884,8,1,135,
05/14/2022,Sophia Kim,66,6,4,Patient,93,4593,6,17,59,
02/20/2022,Ava Singh,12,19,0,Law enforcement,87,1584,6,17,193,
03/15/2023,Noah Rodriguez,80,20,1,Insurance,21,1025,6,43,13,
06/23/2022,Elijah Nguyen,38,66,1,Regulatory,81,2906,5,16,14,
06/02/2023,Ava Singh,89,60,2,Patient,102,1965,6,31,104,
12/08/2022,Liam Patel,166,42,4,Regulatory,46,2589,0,20,19,
07/21/2023,James McCarty,69,9,4,Work comp,24,1163,0,39,151,
01/11/2022,Noah Rodriguez,168,68,8,Law enforcement,96,1314,5,4,39,
03/14/2022,Noah Rodriguez,119,40,2,Patient,83,1667,7,9,11,
09/03/2022,James McCarty,161,4,1,Work comp,62,4251,4,23,183,
08/13/2023,Ava Singh,51,19,5,Continuing care,34,3880,6,11,145,
04/07/2022,Noah Rodriguez,242,11,2,Continuing care,81,4150,8,18,171,
02/14/2022,Sophia Kim,9,66,7,Patient,5,407,8,15,130,
09/02/2023,Elijah Nguyen,18,52,2,Attorney,60,775,8,24,116,
05/15/2022,Elijah Nguyen,202,60,1,Attorney,94,3555,7,0,9,
10/17/2023,Noah Rodriguez,189,67,1,Continuing care,69,105,1,21,162,
04/20/2022,Liam Patel,146,69,4,Attorney,76,2199,4,15,44,
10/04/2022,Karen Smith,114,66,4,Work comp,65,2310,7,19,6,
08/18/2023,Noah Rodriguez,13,45,7,Attorney,3,3306,1,43,39,
01/13/2022,James McCarty,48,67,8,Work comp,9,1690,3,34,64,
08/23/2023,Ava Singh,126,39,8,Attorney,83,620,8,39,76,
11/28/2023,Elijah Nguyen,183,3,8,Patient,8,2015,4,15,139,
05/22/2023,Sophia Kim,236,50,8,Regulatory,81,1386,1,29,66,
06/30/2023,James McCarty,74,8,6,Regulatory,51,1140,4,14,182,
11/30/2022,Elijah Nguyen,99,47,4,Patient,37,1106,1,19,45,
06/18/2023,Ava Singh,60,52,7,Patient,53,2857,4,40,87,
07/25/2022,Ava Singh,201,8,3,Attorney,10,2998,7,39,13,
05/03/2022,Elijah Nguyen,218,41,2,Work comp,51,427,7,13,0,
11/29/2023,Elijah Nguyen,89,5,2,Work comp,29,1809,4,4,109,
01/30/2022,James McCarty,56,9,2,Patient,79,4866,3,41,91,
07/09/2022,Ava Singh,77,0,7,Patient,81,3232,0,13,183,
04/20/2022,Karen Smith,233,33,5,Regulatory,4,3672,4,18,41,
01/16/2022,James McCarty,121,60,4,Regulatory,24,2760,6,11,35,
01/08/2023,Noah Rodriguez,154,63,2,Law enforcement,3,1054,0,25,52,
08/05/2022,Ava Singh,21,71,8,Patient,66,2073,6,42,172,
09/06/2023,Karen Smith,82,21,5,Patient,103,2563,8,19,44,
05/03/2023,Elijah Nguyen,152,32,7,Work comp,86,1788,8,44,65,
03/28/2023,Ava Singh,147,43,4,Insurance,36,4866,1,2,118,
02/25/2022,Elijah Nguyen,17,19,3,Insurance,90,4567,3,43,199,
07/13/2023,Liam Patel,242,48,5,Work comp,90,4228,0,3,131,
01/18/2022,Noah Rodriguez,131,53,2,Regulatory,101,2208,0,13,138,
11/05/2023,James McCarty,42,30,4,Patient,49,1014,7,9,72,
09/03/2022,Elijah Nguyen,73,9,2,Continuing care,50,3602,5,42,56,
10/03/2022,Elijah Nguyen,142,4,2,Patient,16,3235,4,25,51,
12/23/2022,Noah Rodriguez,240,49,6,Regulatory,24,976,1,22,116,
07/29/2022,Elijah Nguyen,23,26,4,Continuing care,17,2465,1,34,115,
01/02/2022,Sophia Kim,28,58,4,Work comp,30,2156,2,22,1,
02/14/2022,Liam Patel,172,5,7,Insurance,89,1608,6,35,179,
11/17/2022,Noah Rodriguez,99,13,5,Regulatory,3,4839,6,15,1,
10/29/2022,Ava Singh,37,69,7,Attorney,36,456,0,18,56,
03/30/2022,Noah Rodriguez,15,36,7,Patient,21,4551,6,29,184,
10/27/2022,Noah Rodriguez,30,74,5,Work comp,74,1019,0,3,16,
06/23/2022,Sophia Kim,187,48,7,Work comp,70,2519,8,8,97,
04/12/2022,Elijah Nguyen,18,24,4,Work comp,49,1023,4,42,196,
06/04/2023,Sophia Kim,132,30,0,Work comp,70,4400,1,11,190,
11/13/2022,Liam Patel,9,53,7,Continuing care,20,2607,1,23,104,
02/22/2023,Liam Patel,97,53,6,Continuing care,86,4700,4,5,10,
11/19/2022,Sophia Kim,87,66,4,Insurance,42,720,8,30,5,
10/23/2023,Liam Patel,4,3,1,Regulatory,47,771,3,32,147,
01/02/2022,Noah Rodriguez,47,22,2,Work comp,38,2089,7,44,20,
09/05/2023,James McCarty,81,74,3,Work comp,89,4610,0,25,2,
09/06/2022,Ava Singh,103,49,5,Regulatory,88,2638,6,6,185,
02/07/2023,Ava Singh,207,12,4,Law enforcement,95,1451,8,28,190,
05/15/2023,Karen Smith,159,5,3,Attorney,98,828,0,14,63,
12/18/2022,Elijah Nguyen,28,16,3,Regulatory,15,2791,6,44,91,
04/02/2023,Noah Rodriguez,71,30,4,Insurance,60,1418,5,21,68,
05/03/2022,Liam Patel,111,73,1,Law enforcement,99,185,4,1,121,
01/03/2023,Sophia Kim,189,49,7,Continuing care,40,3969,3,2,185,
06/29/2022,Elijah Nguyen,66,61,0,Insurance,5,3879,0,40,10,
09/10/2022,Sophia Kim,177,45,0,Attorney,33,941,7,3,3,
06/05/2022,Ava Singh,191,27,0,Work comp,8,2784,3,42,49,
12/16/2023,Liam Patel,192,59,4,Continuing care,29,3748,5,1,198,
07/19/2023,Elijah Nguyen,135,33,2,Insurance,58,4708,5,18,95,
01/11/2022,James McCarty,109,65,1,Patient,14,3902,1,20,103,
08/11/2023,Noah Rodriguez,123,48,0,Insurance,64,556,4,31,19,
10/30/2023,James McCarty,245,37,8,Insurance,68,610,6,22,112,
12/13/2023,Liam Patel,230,39,2,Insurance,50,2307,0,6,155,
01/08/2022,Sophia Kim,210,70,8,Attorney,15,1766,7,20,3,
11/04/2023,Noah Rodriguez,178,35,8,Attorney,100,2195,7,35,73,
03/03/2023,Karen Smith,143,25,6,Continuing care,29,4512,6,44,82,
01/13/2022,Liam Patel,89,36,0,Law enforcement,8,3490,2,6,45,
07/20/2022,James McCarty,24,24,7,Patient,11,873,4,37,24,
05/03/2022,Karen Smith,184,45,6,Patient,76,4375,0,16,191,
09/21/2022,Sophia Kim,29,10,4,Law enforcement,74,1446,7,38,85,
05/12/2022,Elijah Nguyen,74,15,3,Work comp,41,2262,2,23,63,
05/08/2022,Liam Patel,184,32,8,Insurance,93,786,0,6,188,
10/25/2022,Karen Smith,224,45,1,Work comp,87,666,1,3,32,
01/06/2023,Sophia Kim,11,34,8,Patient,81,3758,7,12,137,
03/30/2022,James McCarty,186,62,7,Law enforcement,56,4412,1,3,28,
06/06/2023,Noah Rodriguez,113,14,2,Regulatory,14,34,4,18,3,
09/13/2023,Noah Rodriguez,134,32,7,Law enforcement,103,2775,7,3,106,
08/31/2023,Noah Rodriguez,146,35,1,Regulatory,96,4159,5,32,131,
02/24/2023,Karen Smith,28,16,4,Attorney,61,1794,6,34,41,
01/11/2022,Karen Smith,189,39,4,Insurance,2,4248,4,34,102,
12/25/2022,Sophia Kim,226,8,3,Patient,57,2480,0,32,90,
01/08/2023,Ava Singh,40,1,1,Continuing care,94,3885,1,21,102,
06/10/2022,Noah Rodriguez,200,19,6,Continuing care,73,1578,3,2,82,
07/26/2023,Karen Smith,156,20,3,Patient,5,4153,5,20,124,
05/04/2022,Liam Patel,46,8,8,Regulatory,73,4385,5,34,138,
04/20/2022,Elijah Nguyen,149,61,4,Work comp,21,4407,7,26,0,
11/28/2022,Liam Patel,111,1,0,Insurance,61,3322,7,4,71,
09/20/2022,Karen Smith,220,51,2,Continuing care,97,3845,2,40,174,
07/31/2022,Ava Singh,25,72,8,Regulatory,45,4427,6,2,28,
02/09/2023,Sophia Kim,217,28,2,Continuing care,31,1655,3,23,22,
06/24/2022,Liam Patel,109,39,6,Regulatory,22,2238,4,27,143,
05/08/2022,Sophia Kim,32,14,0,Work comp,3,2944,8,23,36,
11/07/2022,Liam Patel,210,33,8,Patient,58,2875,4,6,165,
07/12/2023,Karen Smith,141,34,4,Continuing care,29,280,5,13,131,
04/08/2023,Ava Singh,179,12,3,Patient,95,614,0,27,183,
09/20/2022,Elijah Nguyen,51,0,2,Insurance,0,953,4,31,182,
05/27/2022,Elijah Nguyen,133,60,3,Patient,41,4902,6,33,0,
10/31/2023,Sophia Kim,199,41,4,Attorney,46,4202,2,17,142,
01/16/2023,Karen Smith,96,42,0,Patient,2,4870,1,39,29,
10/02/2023,Karen Smith,142,58,1,Insurance,3,1283,3,4,102,
05/14/2023,Ava Singh,64,61,2,Continuing care,67,1780,4,35,171,
04/25/2023,Noah Rodriguez,191,21,1,Law enforcement,42,2709,1,43,6,
04/10/2022,Ava Singh,208,31,6,Law enforcement,100,230,0,16,6,
05/22/2023,Liam Patel,125,3,2,Law enforcement,69,4683,2,15,151,
03/07/2023,Elijah Nguyen,85,40,5,Attorney,34,1438,3,20,93,
01/31/2022,Elijah Nguyen,56,70,4,Attorney,42,1161,6,16,48,
04/26/2023,James McCarty,27,34,5,Regulatory,94,3856,6,3,95,
06/13/2022,Liam Patel,86,61,2,Attorney,35,1756,5,35,58,
03/28/2022,Noah Rodriguez,181,6,8,Regulatory,51,4903,0,31,130,
10/25/2023,Noah Rodriguez,67,68,2,Attorney,50,931,1,35,117,
03/24/2023,Karen Smith,170,35,6,Continuing care,98,2208,4,13,32,
07/31/2022,Ava Singh,175,46,3,Law enforcement,80,2621,2,15,119,
07/25/2022,Karen Smith,4,24,0,Attorney,19,499,4,12,38,
04/27/2022,Liam Patel,219,11,5,Attorney,1,631,7,21,175,
07/13/2023,Sophia Kim,84,23,1,Attorney,12,2324,6,17,61,
02/12/2022,Sophia Kim,21,65,4,Insurance,63,1498,2,32,80,
05/18/2023,Noah Rodriguez,111,27,5,Attorney,36,724,4,19,86,
02/25/2023,Karen Smith,168,34,2,Regulatory,68,1085,7,21,23,
10/09/2022,Elijah Nguyen,160,22,2,Law enforcement,42,1259,6,9,63,
01/19/2023,Noah Rodriguez,245,56,2,Work comp,45,3333,0,39,159,
01/02/2023,Ava Singh,200,29,0,Work comp,91,3184,0,19,158,
11/12/2022,Liam Patel,123,57,3,Work comp,32,71,2,28,133,
09/04/2023,Noah Rodriguez,184,63,6,Work comp,0,1447,8,7,83,
06/07/2023,Karen Smith,68,27,6,Continuing care,97,3200,7,29,40,
01/07/2022,Liam Patel,190,69,5,Insurance,55,1701,7,11,109,
05/04/2023,Ava Singh,146,12,4,Law enforcement,49,758,8,43,157,
06/08/2022,Sophia Kim,97,40,7,Patient,46,4077,3,3,12,
02/04/2022,Karen Smith,1,6,1,Insurance,26,2375,5,30,62,
04/20/2022,Karen Smith,133,27,6,Insurance,25,2525,0,22,171,
02/18/2023,Noah Rodriguez,19,37,6,Attorney,84,1588,3,5,190,
06/11/2022,Elijah Nguyen,48,57,5,Patient,29,4304,3,42,72,
04/05/2022,Elijah Nguyen,40,65,8,Law enforcement,12,3513,0,23,92,
03/21/2023,Noah Rodriguez,123,40,4,Attorney,98,4855,5,12,134,
04/24/2023,Liam Patel,205,10,4,Continuing care,44,4838,1,39,187,
06/06/2023,Noah Rodriguez,70,65,7,Continuing care,42,2518,7,25,178,
09/01/2023,Ava Singh,126,27,3,Work comp,2,543,4,37,154,
11/13/2022,Karen Smith,202,62,4,Insurance,76,4355,1,13,68,
08/09/2023,Ava Singh,206,42,8,Regulatory,95,3800,4,38,14,
03/29/2023,Noah Rodriguez,160,10,1,Patient,88,1489,6,30,156,
09/10/2023,Karen Smith,86,66,0,Regulatory,33,4743,1,27,105,
06/27/2023,Ava Singh,129,15,6,Attorney,61,1872,3,4,148,
07/09/2023,Noah Rodriguez,79,43,5,Patient,16,4309,6,2,26,
03/10/2022,James McCarty,151,42,2,Continuing care,71,4271,5,29,16,
11/18/2023,Karen Smith,56,69,4,Continuing care,54,169,6,6,92,
12/13/2022,Liam Patel,200,4,3,Work comp,86,4204,4,30,19,
05/19/2023,Liam Patel,62,40,8,Insurance,9,3274,1,39,27,
07/31/2023,Elijah Nguyen,110,62,2,Insurance,7,4133,2,7,141,
03/08/2023,James McCarty,206,55,8,Regulatory,27,4438,6,13,166,
03/28/2022,Sophia Kim,100,16,3,Insurance,4,2402,1,38,57,
08/15/2022,Noah Rodriguez,218,10,4,Law enforcement,87,159,7,10,86,
01/27/2023,Liam Patel,79,3,6,Insurance,25,3809,2,15,107,
04/13/2023,James McCarty,32,51,4,Work comp,45,3992,7,0,101,
05/11/2023,Ava Singh,91,40,1,Law enforcement,94,3525,3,1,60,
06/07/2023,Ava Singh,132,28,1,Continuing care,28,692,8,24,164,
12/02/2023,Ava Singh,124,59,4,Continuing care,17,915,6,15,9,
03/17/2022,James McCarty,167,23,7,Insurance,41,4105,1,6,198,
12/26/2023,Karen Smith,94,49,0,Attorney,47,4586,8,41,119,
01/19/2022,Elijah Nguyen,47,31,6,Work comp,34,841,1,24,13,
